コード,全国，都道府県，市区町村,総数,男,女
17202,七尾市,"50,300","23,970","26,330"
1720B,（旧：七尾市）,"38,191","18,330","19,861"
17401,（旧：田鶴浜町）,"4,523","2,105","2,418"
17403,（旧：中島町）,"5,115","2,380","2,735"
17405,（旧：能登島町）,"2,471","1,155","1,316"
17203,小松市,"106,216","52,182","54,034"
17204,輪島市,"24,608","11,714","12,894"
1720C,（旧：輪島市）,"19,686","9,488","10,198"
17422,（旧：門前町）,"4,922","2,226","2,696"
17205,珠洲市,"12,929","5,933","6,996"
17206,加賀市,"63,220","29,939","33,281"
1720D,（旧：加賀市）,"56,172","26,661","29,511"
17301,（旧：山中町）,"7,048","3,278","3,770"
17207,羽咋市,"20,407","9,669","10,738"
17209,かほく市,"34,889","16,875","18,014"
17362,（旧：高松町）,"9,855","4,660","5,195"
17363,（旧：七塚町）,"12,411","6,048","6,363"
17364,（旧：宇ノ気町）,"12,623","6,167","6,456"
17210,白山市,"110,408","53,670","56,738"
17208,（旧：松任市）,"70,626","34,514","36,112"
17342,（旧：美川町）,"11,923","5,701","6,222"
17343,（旧：鶴来町）,"22,699","11,004","11,695"
17345,（旧：河内村）,917,429,488
17346,（旧：吉野谷村）,941,438,503
17347,（旧：鳥越村）,"2,272","1,082","1,190"
17348,（旧：尾口村）,362,170,192
17349,（旧：白峰村）,668,332,336
17211,能美市,"48,523","24,129","24,394"
17321,（旧：根上町）,"15,756","7,740","8,016"
17322,（旧：寺井町）,"17,078","8,323","8,755"
17323,（旧：辰口町）,"15,689","8,066","7,623"
17212,野々市市,"57,238","29,550","27,688"
17344,（旧：野々市町）,"57,238","29,550","27,688"
17324,川北町,"6,135","3,030","3,105"
17361,津幡町,"36,957","18,044","18,913"
17365,内灘町,"26,574","12,774","13,800"
17384,志賀町,"18,630","8,878","9,752"
17382,（旧：富来町）,"6,088","2,789","3,299"
1738B,（旧：志賀町）,"12,542","6,089","6,453"
17386,宝達志水町,"12,121","5,718","6,403"
17383,（旧：志雄町）,"5,337","2,532","2,805"
17385,（旧：押水町）,"6,784","3,186","3,598"
17407,中能登町,"16,540","7,977","8,563"
17402,（旧：鳥屋町）,"5,031","2,463","2,568"
17404,（旧：鹿島町）,"7,521","3,642","3,879"
17406,（旧：鹿西町）,"3,988","1,872","2,116"
17461,穴水町,"7,890","3,793","4,097"
17421,（旧：穴水町）,"7,890","3,793","4,097"
17463,能登町,"15,687","7,377","8,310"
17423,（旧：能都町）,"7,410","3,442","3,968"
17424,（旧：柳田村）,"3,124","1,463","1,661"
17441,（旧：内浦町）,"5,153","2,472","2,681"
18000,福井県,"766,863","373,973","392,890"
18201,福井市,"262,328","127,867","134,461"
1820B,（旧：福井市）,"248,707","121,334","127,373"
18302,（旧：美山町）,"3,656","1,756","1,900"
18424,（旧：越廼村）,"1,054",497,557
18426,（旧：清水町）,"8,911","4,280","4,631"
18202,敦賀市,"64,264","31,785","32,479"
18204,小浜市,"28,991","14,317","14,674"
18205,大野市,"31,286","14,997","16,289"
1820C,（旧：大野市）,"30,695","14,614","16,081"
18342,（旧：和泉村）,591,383,208
18206,勝山市,"22,150","10,581","11,569"
18207,鯖江市,"68,302","33,323","34,979"
18208,あわら市,"27,524","13,067","14,457"
18362,（旧：芦原町）,"11,259","5,302","5,957"
18363,（旧：金津町）,"16,265","7,765","8,500"
18209,越前市,"80,611","39,657","40,954"
18203,（旧：武生市）,"69,778","34,398","35,380"
18381,（旧：今立町）,"10,833","5,259","5,574"
18210,坂井市,"88,481","42,719","45,762"
18361,（旧：三国町）,"20,176","9,731","10,445"
18364,（旧：丸岡町）,"30,728","14,971","15,757"
18365,（旧：春江町）,"25,152","12,150","13,002"
18366,（旧：坂井町）,"12,425","5,867","6,558"
18322,永平寺町,"18,965","9,231","9,734"
18321,（旧：松岡町）,"10,927","5,332","5,595"
1832B,（旧：永平寺町）,"5,266","2,610","2,656"
18323,（旧：上志比村）,"2,772","1,289","1,483"
18382,池田町,"2,423","1,196","1,227"
18404,南越前町,"10,002","4,804","5,198"
18401,（旧：南条町）,"5,075","2,464","2,611"
18402,（旧：今庄町）,"3,433","1,626","1,807"
18403,（旧：河野村）,"1,494",714,780
18423,越前町,"20,118","9,725","10,393"
18421,（旧：朝日町）,"8,569","4,194","4,375"
18422,（旧：宮崎村）,"3,448","1,643","1,805"
1842B,（旧：越前町）,"4,038","1,956","2,082"
18425,（旧：織田町）,"4,063","1,932","2,131"
18442,美浜町,"9,179","4,610","4,569"
18481,高浜町,"10,326","5,424","4,902"
18483,おおい町,"7,910","3,968","3,942"
18462,（旧：名田庄村）,"2,165","1,014","1,151"
18482,（旧：大飯町）,"5,745","2,954","2,791"
18501,若狭町,"14,003","6,702","7,301"
18441,（旧：三方町）,"7,132","3,354","3,778"
18461,（旧：上中町）,"6,871","3,348","3,523"
19000,山梨県,"809,974","397,309","412,665"
19201,甲府市,"189,591","92,850","96,741"
1920B,（旧：甲府市）,"184,532","90,354","94,178"
19326,（旧：中道町）,"4,851","2,396","2,455"
19341,（旧：上九一色村［北部］）,208,100,108
19202,富士吉田市,"46,530","22,645","23,885"
19204,都留市,"31,016","14,949","16,067"
19205,山梨市,"33,435","16,081","17,354"
1920C,（旧：山梨市）,"28,630","13,674","14,956"
19302,（旧：牧丘町）,"4,096","2,049","2,047"
19303,（旧：三富村）,709,358,351
19206,大月市,"22,512","10,924","11,588"
19207,韮崎市,"29,067","14,500","14,567"
19208,南アルプス市,"69,459","34,164","35,295"
19386,（旧：八田村）,"6,981","3,400","3,581"
19387,（旧：白根町）,"18,884","9,399","9,485"
19388,（旧：芦安村）,227,107,120
19389,（旧：若草町）,"13,041","6,387","6,654"
19390,（旧：櫛形町）,"18,290","8,924","9,366"
19391,（旧：甲西町）,"12,036","5,947","6,089"
19209,北杜市,"44,053","21,492","22,561"
19402,（旧：明野村）,"4,231","2,069","2,162"
19403,（旧：須玉町）,"5,520","2,716","2,804"
19404,（旧：高根町）,"8,776","4,295","4,481"
19405,（旧：長坂町）,"8,727","4,250","4,477"
19406,（旧：大泉村）,"4,730","2,290","2,440"
19407,（旧：小淵沢町）,"5,747","2,845","2,902"
19408,（旧：白州町）,"3,412","1,659","1,753"
19409,（旧：武川村）,"2,910","1,368","1,542"
19210,甲斐市,"75,313","37,238","38,075"
19381,（旧：竜王町）,"39,297","19,405","19,892"
19382,（旧：敷島町）,"19,281","9,511","9,770"
19401,（旧：双葉町）,"16,735","8,322","8,413"
19211,笛吹市,"66,947","32,447","34,500"
19301,（旧：春日居町）,"7,374","3,521","3,853"
19321,（旧：石和町）,"26,480","12,802","13,678"
19322,（旧：御坂町）,"11,166","5,422","5,744"
19323,（旧：一宮町）,"9,814","4,760","5,054"
19324,（旧：八代町）,"7,768","3,817","3,951"
19325,（旧：境川村）,"4,069","1,994","2,075"
19327,（旧：芦川村）,276,131,145
19212,上野原市,"22,669","11,331","11,338"
19421,（旧：秋山村）,"1,461",740,721
19441,（旧：上野原町）,"21,208","10,591","10,617"
19213,甲州市,"29,237","14,068","15,169"
19203,（旧：塩山市）,"20,427","9,822","10,605"
19304,（旧：勝沼町）,"7,814","3,773","4,041"
19305,（旧：大和村）,996,473,523
19214,中央市,"31,216","15,509","15,707"
19328,（旧：豊富村）,"3,160","1,551","1,609"
19383,（旧：玉穂町）,"11,789","6,002","5,787"
19385,（旧：田富町）,"16,267","7,956","8,311"
19346,市川三郷町,"14,700","7,164","7,536"
19342,（旧：三珠町）,"3,648","1,776","1,872"
19343,（旧：市川大門町）,"8,446","4,117","4,329"
19344,（旧：六郷町）,"2,606","1,271","1,335"
19364,早川町,"1,098",627,471
19365,身延町,"10,663","5,226","5,437"
19345,（旧：下部町）,"2,828","1,325","1,503"
19363,（旧：中富町）,"2,679","1,296","1,383"
1936B,（旧：身延町）,"5,156","2,605","2,551"
19366,南部町,"7,156","3,496","3,660"
1936C,（旧：南部町）,"4,377","2,143","2,234"
19367,（旧：富沢町）,"2,779","1,353","1,426"
19368,富士川町,"14,219","6,848","7,371"
19361,（旧：増穂町）,"11,178","5,441","5,737"
19362,（旧：鰍沢町）,"3,041","1,407","1,634"
19384,昭和町,"20,909","10,451","10,458"
19422,道志村,"1,607",811,796
19423,西桂町,"4,041","1,947","2,094"
19424,忍野村,"9,237","5,137","4,100"
19425,山中湖村,"5,179","2,559","2,620"
19429,鳴沢村,"2,824","1,390","1,434"
19430,富士河口湖町,"26,082","12,839","13,243"
1934B,（旧：上九一色村［南部］）,894,460,434
19426,（旧：河口湖町）,"21,089","10,365","10,724"
19427,（旧：勝山村）,"2,735","1,352","1,383"
19428,（旧：足和田村）,"1,364",662,702
19442,小菅村,684,344,340
19443,丹波山村,530,272,258
20000,長野県,"2,048,011","1,000,389","1,047,622"
20201,長野市,"372,760","181,284","191,476"
2020B,（旧：長野市）,"353,819","172,215","181,604"
20502,（旧：大岡村）,823,408,415
20581,（旧：信州新町）,"3,540","1,694","1,846"
20582,（旧：豊野町）,"8,790","4,217","4,573"
20586,（旧：戸隠村）,"3,055","1,497","1,558"
20587,（旧：鬼無里村）,"1,128",524,604
20589,（旧：中条村）,"1,605",729,876
20202,松本市,"241,145","118,271","122,874"
2020C,（旧：松本市）,"207,575","102,011","105,564"
20443,（旧：四賀村）,"4,093","1,932","2,161"
20449,（旧：波田町）,"15,071","7,235","7,836"
20463,（旧：奈川村）,562,272,290
20464,（旧：安曇村）,"1,632",842,790
20465,（旧：梓川村）,"12,212","5,979","6,233"
20203,上田市,"154,055","75,365","78,690"
2020D,（旧：上田市）,"120,466","58,882","61,584"
20341,（旧：丸子町）,"21,091","10,297","10,794"
20345,（旧：真田町）,"9,339","4,629","4,710"
20346,（旧：武石村）,"3,159","1,557","1,602"
20204,岡谷市,"47,790","23,213","24,577"
20205,飯田市,"98,164","47,280","50,884"
2020E,（旧：飯田市）,"96,615","46,548","50,067"
20418,（旧：上村）,351,171,180
20419,（旧：南信濃村）,"1,198",561,637
20206,諏訪市,"48,729","23,809","24,920"
20207,須坂市,"49,559","24,324","25,235"
20208,小諸市,"40,991","19,972","21,019"
20209,伊那市,"66,125","32,437","33,688"
2020F,（旧：伊那市）,"59,332","29,196","30,136"
20381,（旧：高遠町）,"5,175","2,485","2,690"
20387,（旧：長谷村）,"1,618",756,862
20210,駒ヶ根市,"32,202","15,729","16,473"
20211,中野市,"42,338","20,552","21,786"
2021B,（旧：中野市）,"38,498","18,689","19,809"
20601,（旧：豊田村）,"3,840","1,863","1,977"
20212,大町市,"26,029","12,594","13,435"
2021C,（旧：大町市）,"24,423","11,816","12,607"
20483,（旧：八坂村）,755,369,386
20484,（旧：美麻村）,851,409,442
20213,飯山市,"19,539","9,498","10,041"
20214,茅野市,"56,400","28,241","28,159"
20215,塩尻市,"67,241","33,620","33,621"
2021D,（旧：塩尻市）,"65,002","32,550","32,452"
20424,（旧：楢川村）,"2,239","1,070","1,169"
20217,佐久市,"98,199","48,035","50,164"
2021E,（旧：佐久市）,"71,668","35,139","36,529"
20301,（旧：臼田町）,"12,832","6,139","6,693"
20322,（旧：望月町）,"8,069","3,988","4,081"
20325,（旧：浅科村）,"5,630","2,769","2,861"
20218,千曲市,"58,852","28,404","30,448"
20216,（旧：更埴市）,"36,439","17,633","18,806"
20501,（旧：上山田町）,"5,568","2,603","2,965"
20522,（旧：戸倉町）,"16,845","8,168","8,677"
20219,東御市,"30,122","14,776","15,346"
20326,（旧：北御牧村）,"4,690","2,309","2,381"
20343,（旧：東部町）,"25,432","12,467","12,965"
20220,安曇野市,"94,222","45,398","48,824"
20441,（旧：明科町）,"7,659","3,627","4,032"
20461,（旧：豊科町）,"27,362","13,138","14,224"
20462,（旧：穂高町）,"32,529","15,737","16,792"
20466,（旧：三郷村）,"18,026","8,684","9,342"
20467,（旧：堀金村）,"8,646","4,212","4,434"
20303,小海町,"4,353","2,140","2,213"
20304,川上村,"4,344","2,591","1,753"
20305,南牧村,"3,242","1,807","1,435"
20306,南相木村,962,473,489
20307,北相木村,752,378,374
20309,佐久穂町,"10,218","4,966","5,252"
20302,（旧：佐久町）,"6,745","3,276","3,469"
20308,（旧：八千穂村）,"3,473","1,690","1,783"
20321,軽井沢町,"19,188","9,178","10,010"
20323,御代田町,"15,555","7,703","7,852"
20324,立科町,"6,612","3,328","3,284"
20349,青木村,"4,121","1,976","2,145"
20350,長和町,"5,600","2,774","2,826"
20342,（旧：長門町）,"4,011","1,989","2,022"
20347,（旧：和田村）,"1,589",785,804
20361,下諏訪町,"19,155","9,238","9,917"
20362,富士見町,"14,084","6,839","7,245"
20363,原村,"7,680","3,771","3,909"
20382,辰野町,"18,555","9,016","9,539"
20383,箕輪町,"24,989","12,511","12,478"
20384,飯島町,"9,004","4,392","4,612"
20385,南箕輪村,"15,797","7,851","7,946"
20386,中川村,"4,651","2,189","2,462"
20388,宮田村,"8,569","4,162","4,407"
20402,松川町,"12,530","6,069","6,461"
20403,高森町,"12,811","6,153","6,658"
20404,阿南町,"4,299","2,071","2,228"
20407,阿智村,"6,068","2,894","3,174"
20406,（旧：清内路村）,511,244,267
2040B,（旧：阿智村）,"5,087","2,421","2,666"
20408,（旧：浪合村）,470,229,241
20409,平谷村,387,192,195
20410,根羽村,852,411,441
20411,下條村,"3,545","1,709","1,836"
20412,売木村,548,252,296
20413,天龍村,"1,178",558,620
20414,泰阜村,"1,542",726,816
20415,喬木村,"5,973","2,908","3,065"
20416,豊丘村,"6,426","3,185","3,241"
20417,大鹿村,"1,023",539,484
20422,上松町,"4,131","2,044","2,087"
20423,南木曽町,"3,915","1,896","2,019"
20425,木祖村,"2,692","1,235","1,457"
20429,王滝村,715,340,375
20430,大桑村,"3,439","1,682","1,757"
20432,木曽町,"10,584","5,155","5,429"
20421,（旧：木曽福島町）,"5,878","2,865","3,013"
20426,（旧：日義村）,"2,112","1,030","1,082"
20427,（旧：開田村）,"1,439",717,722
20428,（旧：三岳村）,"1,155",543,612
20446,麻績村,"2,593","1,219","1,374"
20448,生坂村,"1,639",818,821
20450,山形村,"8,400","4,103","4,297"
20451,朝日村,"4,279","2,110","2,169"
20452,筑北村,"4,149","2,046","2,103"
20444,（旧：本城村）,"1,561",764,797
20445,（旧：坂北村）,"1,528",753,775
20447,（旧：坂井村）,"1,060",529,531
20481,池田町,"9,382","4,552","4,830"
20482,松川村,"9,599","4,605","4,994"
20485,白馬村,"8,575","4,257","4,318"
20486,小谷村,"2,647","1,367","1,280"
20521,坂城町,"14,004","6,909","7,095"
20541,小布施町,"10,660","5,122","5,538"
20543,高山村,"6,617","3,242","3,375"
20561,山ノ内町,"11,352","5,519","5,833"
20562,木島平村,"4,375","2,114","2,261"
20563,野沢温泉村,"3,279","1,571","1,708"
20583,信濃町,"7,739","3,812","3,927"
20588,小川村,"2,215","1,100","1,115"
20590,飯綱町,"10,296","5,019","5,277"
20584,（旧：牟礼村）,"6,151","2,941","3,210"
20585,（旧：三水村）,"4,145","2,078","2,067"
20602,栄村,"1,660",800,860
21000,岐阜県,"1,978,742","960,436","1,018,306"
21201,岐阜市,"402,557","191,679","210,878"
2120B,（旧：岐阜市）,"388,748","185,042","203,706"
21304,（旧：柳津町）,"13,809","6,637","7,172"
21202,大垣市,"158,286","76,994","81,292"
2120C,（旧：大垣市）,"148,607","72,292","76,315"
21342,（旧：上石津町）,"4,980","2,390","2,590"
21384,（旧：墨俣町）,"4,699","2,312","2,387"
21203,高山市,"84,419","40,483","43,936"
2120D,（旧：高山市）,"59,639","28,454","31,185"
21601,（旧：丹生川村）,"3,983","1,972","2,011"
21602,（旧：清見村）,"2,166","1,085","1,081"
21603,（旧：荘川村）,"1,010",497,513
21605,（旧：宮村）,"2,355","1,120","1,235"
21606,（旧：久々野町）,"3,184","1,497","1,687"
21607,（旧：朝日村）,"1,435",694,741
21608,（旧：高根村）,281,148,133
21622,（旧：国府町）,"7,537","3,641","3,896"
21626,（旧：上宝村）,"2,829","1,375","1,454"
21204,多治見市,"106,732","51,437","55,295"
2120E,（旧：多治見市）,"97,477","46,953","50,524"
21541,（旧：笠原町）,"9,255","4,484","4,771"
21205,関市,"85,283","41,657","43,626"
2120F,（旧：関市）,"72,854","35,675","37,179"
21461,（旧：洞戸村）,"1,783",837,946
21462,（旧：板取村）,916,440,476
21463,（旧：武芸川町）,"5,539","2,681","2,858"
